"customer_id","first_name","last_name","artist_name","total_spent"
5,"R                                                 ","Madhav                                            ","Rush",0.99
5,"R                                                 ","Madhav                                            ","Soundgarden",1.98
5,"R                                                 ","Madhav                                            ","Stone Temple Pilots",0.99
5,"R                                                 ","Madhav                                            ","System Of A Down",2.9699999999999998
5,"R                                                 ","Madhav                                            ","Temple of the Dog",0.99
5,"R                                                 ","Madhav                                            ","The Clash",2.9699999999999998
5,"R                                                 ","Madhav                                            ","The Doors",0.99
5,"R                                                 ","Madhav                                            ","The Police",1.98
5,"R                                                 ","Madhav                                            ","The Rolling Stones",0.99
5,"R                                                 ","Madhav                                            ","U2",1.98
5,"R                                                 ","Madhav                                            ","UB40",0.99
5,"R                                                 ","Madhav                                            ","Van Halen",0.99
5,"R                                                 ","Madhav                                            ","Velvet Revolver",0.99
5,"R                                                 ","Madhav                                            ","Vinícius De Moraes",0.99
6,"Helena                                            ","Holý                                              ","AC/DC",2.9699999999999998
6,"Helena                                            ","Holý                                              ","Accept",1.98
6,"Helena                                            ","Holý                                              ","Aerosmith",1.98
6,"Helena                                            ","Holý                                              ","Alanis Morissette",0.99
6,"Helena                                            ","Holý                                              ","Alice In Chains",0.99
6,"Helena                                            ","Holý                                              ","Amy Winehouse",1.98
6,"Helena                                            ","Holý                                              ","Antônio Carlos Jobim",0.99
6,"Helena                                            ","Holý                                              ","Audioslave",1.98
6,"Helena                                            ","Holý                                              ","Bruce Dickinson",0.99
6,"Helena                                            ","Holý                                              ","Cake",0.99
6,"Helena                                            ","Holý                                              ","Calexico",0.99
6,"Helena                                            ","Holý                                              ","Chico Science & Nação Zumbi",0.99
6,"Helena                                            ","Holý                                              ","Chris Cornell",1.98
6,"Helena                                            ","Holý                                              ","Deep Purple",2.9699999999999998
6,"Helena                                            ","Holý                                              ","Foo Fighters",1.98
6,"Helena                                            ","Holý                                              ","Frank Sinatra",0.99
6,"Helena                                            ","Holý                                              ","Gonzaguinha",0.99
6,"Helena                                            ","Holý                                              ","Green Day",0.99
6,"Helena                                            ","Holý                                              ","Guns N' Roses",1.98
6,"Helena                                            ","Holý                                              ","Gustav Mahler",0.99
6,"Helena                                            ","Holý                                              ","Iron Maiden",2.9699999999999998
6,"Helena                                            ","Holý                                              ","James Brown",0.99
6,"Helena                                            ","Holý                                              ","Jamiroquai",1.98
6,"Helena                                            ","Holý                                              ","JET",0.99
6,"Helena                                            ","Holý                                              ","Jimi Hendrix",16.830000000000002
6,"Helena                                            ","Holý                                              ","Kiss",0.99
6,"Helena                                            ","Holý                                              ","Led Zeppelin",1.98
6,"Helena                                            ","Holý                                              ","Luciano Pavarotti",0.99
6,"Helena                                            ","Holý                                              ","Lulu Santos",0.99
6,"Helena                                            ","Holý                                              ","Marisa Monte",0.99
6,"Helena                                            ","Holý                                              ","Metallica",0.99
6,"Helena                                            ","Holý                                              ","Miles Davis",0.99
6,"Helena                                            ","Holý                                              ","Milton Nascimento",0.99
6,"Helena                                            ","Holý                                              ","Motörhead",0.99
6,"Helena                                            ","Holý                                              ","Nirvana",1.98
6,"Helena                                            ","Holý                                              ","O Rappa",0.99
6,"Helena                                            ","Holý                                              ","Os Mutantes",0.99
6,"Helena                                            ","Holý                                              ","Pearl Jam",1.98
6,"Helena                                            ","Holý                                              ","Queen",0.99
6,"Helena                                            ","Holý                                              ","R.E.M.",1.98
6,"Helena                                            ","Holý                                              ","Red Hot Chili Peppers",19.799999999999997
6,"Helena                                            ","Holý                                              ","Santana",1.98
6,"Helena                                            ","Holý                                              ","Skank",0.99
6,"Helena                                            ","Holý                                              ","System Of A Down",2.9699999999999998
6,"Helena                                            ","Holý                                              ","The Clash",0.99
6,"Helena                                            ","Holý                                              ","The Cult",1.98
6,"Helena                                            ","Holý                                              ","The Doors",2.9699999999999998
6,"Helena                                            ","Holý                                              ","The Police",1.98
6,"Helena                                            ","Holý                                              ","The Posies",0.99
6,"Helena                                            ","Holý                                              ","The Rolling Stones",0.99
6,"Helena                                            ","Holý                                              ","The Who",0.99
6,"Helena                                            ","Holý                                              ","U2",2.9699999999999998
6,"Helena                                            ","Holý                                              ","Van Halen",13.860000000000001
6,"Helena                                            ","Holý                                              ","Velvet Revolver",1.98
7,"Astrid                                            ","Gruber                                            ","AC/DC",0.99
7,"Astrid                                            ","Gruber                                            ","Aerosmith",1.98
7,"Astrid                                            ","Gruber                                            ","Alice In Chains",1.98
7,"Astrid                                            ","Gruber                                            ","Amy Winehouse",0.99
7,"Astrid                                            ","Gruber                                            ","Black Label Society",2.9699999999999998
7,"Astrid                                            ","Gruber                                            ","Calexico",0.99
7,"Astrid                                            ","Gruber                                            ","Chico Buarque",0.99
7,"Astrid                                            ","Gruber                                            ","Creedence Clearwater Revival",0.99
7,"Astrid                                            ","Gruber                                            ","Deep Purple",1.98
7,"Astrid                                            ","Gruber                                            ","Foo Fighters",1.98
7,"Astrid                                            ","Gruber                                            ","Iron Maiden",0.99
7,"Astrid                                            ","Gruber                                            ","JET",0.99
7,"Astrid                                            ","Gruber                                            ","Jimi Hendrix",2.9699999999999998
7,"Astrid                                            ","Gruber                                            ","Joe Satriani",0.99
7,"Astrid                                            ","Gruber                                            ","Kiss",0.99
7,"Astrid                                            ","Gruber                                            ","Led Zeppelin",0.99
7,"Astrid                                            ","Gruber                                            ","Lenny Kravitz",0.99
7,"Astrid                                            ","Gruber                                            ","Miles Davis",14.850000000000001
7,"Astrid                                            ","Gruber                                            ","Nirvana",12.870000000000001
7,"Astrid                                            ","Gruber                                            ","Ozzy Osbourne",2.9699999999999998
7,"Astrid                                            ","Gruber                                            ","Pink Floyd",0.99
7,"Astrid                                            ","Gruber                                            ","R.E.M.",0.99
7,"Astrid                                            ","Gruber                                            ","Raimundos",0.99
7,"Astrid                                            ","Gruber                                            ","Red Hot Chili Peppers",0.99
7,"Astrid                                            ","Gruber                                            ","System Of A Down",1.98
7,"Astrid                                            ","Gruber                                            ","Temple of the Dog",0.99
7,"Astrid                                            ","Gruber                                            ","The Clash",0.99
7,"Astrid                                            ","Gruber                                            ","The Doors",1.98
7,"Astrid                                            ","Gruber                                            ","The Police",0.99
7,"Astrid                                            ","Gruber                                            ","The Rolling Stones",1.98
7,"Astrid                                            ","Gruber                                            ","The Who",0.99
8,"Daan                                              ","Peeters                                           ","AC/DC",0.99
8,"Daan                                              ","Peeters                                           ","Aerosmith",1.98
8,"Daan                                              ","Peeters                                           ","Alanis Morissette",0.99
8,"Daan                                              ","Peeters                                           ","Alice In Chains",0.99
8,"Daan                                              ","Peeters                                           ","Amy Winehouse",0.99
8,"Daan                                              ","Peeters                                           ","Apocalyptica",0.99
8,"Daan                                              ","Peeters                                           ","Black Label Society",0.99
8,"Daan                                              ","Peeters                                           ","Black Sabbath",0.99
8,"Daan                                              ","Peeters                                           ","Cake",0.99
8,"Daan                                              ","Peeters                                           ","Deep Purple",0.99
8,"Daan                                              ","Peeters                                           ","Emerson String Quartet",0.99
8,"Daan                                              ","Peeters                                           ","Eric Clapton",0.99
8,"Daan                                              ","Peeters                                           ","Foo Fighters",4.95
8,"Daan                                              ","Peeters                                           ","Godsmack",11.88
8,"Daan                                              ","Peeters                                           ","Green Day",0.99
8,"Daan                                              ","Peeters                                           ","Guns N' Roses",1.98
8,"Daan                                              ","Peeters                                           ","Incognito",0.99
8,"Daan                                              ","Peeters                                           ","Iron Maiden",1.98
8,"Daan                                              ","Peeters                                           ","Jamiroquai",0.99
8,"Daan                                              ","Peeters                                           ","JET",1.98
8,"Daan                                              ","Peeters                                           ","Jimi Hendrix",0.99
8,"Daan                                              ","Peeters                                           ","Kiss",0.99
8,"Daan                                              ","Peeters                                           ","Luciana Souza/Romero Lubambo",0.99
8,"Daan                                              ","Peeters                                           ","Marvin Gaye",0.99
8,"Daan                                              ","Peeters                                           ","Metallica",0.99
8,"Daan                                              ","Peeters                                           ","Nirvana",0.99
8,"Daan                                              ","Peeters                                           ","O Rappa",0.99
8,"Daan                                              ","Peeters                                           ","Queen",1.98
8,"Daan                                              ","Peeters                                           ","R.E.M.",2.9699999999999998
8,"Daan                                              ","Peeters                                           ","Red Hot Chili Peppers",1.98
8,"Daan                                              ","Peeters                                           ","Stone Temple Pilots",1.98
8,"Daan                                              ","Peeters                                           ","System Of A Down",0.99
8,"Daan                                              ","Peeters                                           ","The Police",0.99
8,"Daan                                              ","Peeters                                           ","The Posies",0.99
8,"Daan                                              ","Peeters                                           ","U2",0.99
8,"Daan                                              ","Peeters                                           ","Van Halen",0.99
8,"Daan                                              ","Peeters                                           ","Velvet Revolver",0.99
9,"Kara                                              ","Nielsen                                           ","AC/DC",1.98
9,"Kara                                              ","Nielsen                                           ","Aerosmith",0.99
9,"Kara                                              ","Nielsen                                           ","Alanis Morissette",0.99
9,"Kara                                              ","Nielsen                                           ","Audioslave",1.98
9,"Kara                                              ","Nielsen                                           ","Def Leppard",0.99
9,"Kara                                              ","Nielsen                                           ","Foo Fighters",0.99
9,"Kara                                              ","Nielsen                                           ","Gilberto Gil",2.9699999999999998
9,"Kara                                              ","Nielsen                                           ","Guns N' Roses",0.99
9,"Kara                                              ","Nielsen                                           ","Incognito",0.99
9,"Kara                                              ","Nielsen                                           ","Iron Maiden",0.99
9,"Kara                                              ","Nielsen                                           ","Jamiroquai",3.96
9,"Kara                                              ","Nielsen                                           ","JET",1.98
9,"Kara                                              ","Nielsen                                           ","Joe Satriani",0.99
9,"Kara                                              ","Nielsen                                           ","Lenny Kravitz",0.99
9,"Kara                                              ","Nielsen                                           ","Marillion",0.99
9,"Kara                                              ","Nielsen                                           ","Nirvana",1.98
9,"Kara                                              ","Nielsen                                           ","R.E.M.",0.99
9,"Kara                                              ","Nielsen                                           ","Red Hot Chili Peppers",0.99
9,"Kara                                              ","Nielsen                                           ","Scorpions",0.99
9,"Kara                                              ","Nielsen                                           ","System Of A Down",1.98
9,"Kara                                              ","Nielsen                                           ","The Cult",0.99
9,"Kara                                              ","Nielsen                                           ","The Doors",1.98
